filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
cwe,filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_64a.c,1.3341,0.0015,0.0015,20.0135,20.0140,1758,1193,50,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_64b.c,1.3148,0.0014,0.0016,20.0147,20.0144,1852,1173,33,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_66a.c,1.4606,0.0014,0.0013,20.0133,20.0144,2079,1137,36,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_66b.c,1.3907,0.0015,0.0015,20.0209,20.0149,1607,1281,32,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_67a.c,1.3622,0.0015,0.0015,20.0144,20.0152,1772,1118,34,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fgets_67b.c,1.3543,0.0016,0.0015,20.0146,20.0162,1617,1279,39,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_01.c,1.4246,0.0014,0.0014,20.0134,20.0140,1335,816,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_04.c,1.3530,0.0014,0.0014,20.0141,20.0127,1579,948,33,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_05.c,1.3161,0.0014,0.0015,20.0127,20.0195,1432,937,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_02.c,1.2784,0.0013,0.0015,20.0164,20.0136,1424,913,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_03.c,1.3421,0.0021,0.0013,20.0126,20.0132,1331,830,30,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_08.c,1.3021,0.0016,0.0019,20.0134,20.0141,1352,818,29,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_10.c,1.3663,0.0014,0.0014,20.0137,20.0147,1476,859,30,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_06.c,1.2646,0.0014,0.0014,20.0137,20.0134,1385,950,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_09.c,1.3471,0.0014,0.0013,20.0142,20.0135,1453,941,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_07.c,1.3165,0.0014,0.0015,20.0135,20.0147,1547,988,32,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_12.c,1.3081,0.0013,0.0013,20.0132,20.0140,1366,930,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_13.c,1.3038,0.0013,0.0018,20.0130,20.0140,1237,900,45,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_15.c,1.3497,0.0014,0.0014,20.0133,20.0202,1258,904,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_11.c,1.3145,0.0015,0.0014,20.0135,20.0142,1590,829,33,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_14.c,1.3435,0.0013,0.0014,20.0141,20.0138,1440,953,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_18.c,1.3185,0.0015,0.0014,20.0129,20.0139,1361,868,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_16.c,1.2419,0.0013,0.0014,20.0139,20.0137,1384,1034,29,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_17.c,1.3672,0.0014,0.0014,20.0136,20.0143,1296,974,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_21.c,1.2811,0.0013,0.0014,20.0133,20.0135,1569,1018,33,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_22b.c,1.2844,0.0014,0.0015,20.0135,20.0137,1512,871,33,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_31.c,1.2654,0.0015,0.0014,20.0144,20.0127,1554,863,32,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_32.c,1.3258,0.0013,0.0014,20.0137,20.0146,1427,848,30,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_34.c,1.2911,0.0013,0.0015,20.0194,20.0155,1683,886,35,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_41.c,1.3149,0.0016,0.0015,20.0131,20.0143,1483,885,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_45.c,1.2760,0.0013,0.0015,20.0124,20.0125,1895,772,34,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_42.c,1.2571,0.0017,0.0017,20.0140,20.0137,1418,956,30,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_44.c,1.2795,0.0015,0.0014,20.0137,20.0143,1444,861,30,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_51a.c,1.2792,0.0013,0.0015,20.0139,20.0131,1375,933,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_51b.c,1.3079,0.0013,0.0014,20.0136,20.0131,1308,921,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_52a.c,1.2679,0.0014,0.0015,20.0129,20.0143,1514,904,32,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_52c.c,1.2640,0.0014,0.0015,20.0142,20.0134,1409,867,30,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_53a.c,1.2689,0.0013,0.0014,20.0131,20.0132,1458,916,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_53d.c,1.3160,0.0013,0.0014,20.0131,20.0127,1672,881,33,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_54a.c,1.3102,0.0014,0.0013,20.0135,20.0133,1432,903,31,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_54e.c,1.2744,0.0014,0.0014,20.0134,20.0131,1606,946,32,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_63a.c,1.3070,0.0014,0.0013,20.0139,20.0132,1367,901,33,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_63b.c,1.2750,0.0014,0.0013,20.0143,20.0131,1483,938,32,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_64a.c,1.2969,0.0014,0.0015,20.0126,20.0134,1495,897,32,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_64b.c,1.2937,0.0015,0.0013,20.0135,20.0132,1979,961,34,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_65a.c,1.2736,0.0013,0.0014,20.0127,20.0137,1340,898,30,1
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_65b.c,1.2975,0.0013,0.0015,20.0130,20.0127,1760,894,34,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_66a.c,1.3075,0.0013,0.0015,20.0137,20.0141,1806,986,32,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_66b.c,1.2580,0.0013,0.0014,20.0133,20.0137,1500,918,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_67a.c,1.2561,0.0014,0.0014,20.0129,20.0140,1420,955,31,2
CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_67b.c,1.3077,0.0014,0.0014,20.0133,20.0135,1537,801,31,1
CWE134_Uncontrolled_Format_String__char_file_fprintf_01.c,1.2929,0.0015,0.0016,20.0150,20.0150,16254,14705,1446,1238
CWE134_Uncontrolled_Format_String__char_file_fprintf_02.c,2.6959,0.0015,0.0016,20.0237,20.0155,16075,14841,1422,1265
CWE134_Uncontrolled_Format_String__char_file_fprintf_10.c,1.3542,0.0019,0.0017,20.0133,20.0131,15824,14447,1326,1189
CWE134_Uncontrolled_Format_String__char_file_fprintf_03.c,1.2825,0.0019,0.0013,20.0171,20.0214,15397,14830,1186,1160
CWE134_Uncontrolled_Format_String__char_file_fprintf_06.c,1.2863,0.0020,0.0014,20.0136,20.0136,15638,14218,1359,1141
CWE134_Uncontrolled_Format_String__char_file_fprintf_09.c,1.3258,0.0018,0.0015,20.0126,20.0129,15704,14795,1379,1243
CWE134_Uncontrolled_Format_String__char_file_fprintf_05.c,1.3083,0.0020,0.0015,20.0133,20.0127,15488,14810,1330,1223
CWE134_Uncontrolled_Format_String__char_file_fprintf_08.c,1.3128,0.0015,0.0016,20.0136,20.0131,15387,14920,1276,1237
CWE134_Uncontrolled_Format_String__char_file_fprintf_04.c,1.3236,0.0019,0.0016,20.0140,20.0152,14617,14291,1152,1199
CWE134_Uncontrolled_Format_String__char_file_fprintf_07.c,1.3143,0.0015,0.0017,20.0191,20.0132,15724,14674,1353,1197
CWE134_Uncontrolled_Format_String__char_file_fprintf_12.c,1.2653,0.0014,0.0015,20.0138,20.0145,20229,13656,2106,1100
CWE134_Uncontrolled_Format_String__char_file_fprintf_16.c,1.2751,0.0016,0.0014,20.0137,20.0130,16071,13833,1381,1081
CWE134_Uncontrolled_Format_String__char_file_fprintf_18.c,1.2958,0.0016,0.0015,20.0130,20.0132,15070,15014,1194,1228
CWE134_Uncontrolled_Format_String__char_file_fprintf_17.c,1.3178,0.0016,0.0015,20.0140,20.0128,15968,15415,1325,1275
CWE134_Uncontrolled_Format_String__char_file_fprintf_14.c,1.5877,0.0021,0.0016,20.0162,20.0154,16149,15006,1275,1048
CWE134_Uncontrolled_Format_String__char_file_fprintf_15.c,1.6264,0.0018,0.0018,20.0142,20.0150,14773,15111,1013,1036
CWE134_Uncontrolled_Format_String__char_file_fprintf_21.c,1.5078,0.0015,0.0015,20.0149,20.0152,15377,13491,1129,926
CWE134_Uncontrolled_Format_String__char_file_fprintf_13.c,1.3318,0.0016,0.0014,20.0137,20.0135,16733,14356,1342,1015
CWE134_Uncontrolled_Format_String__char_file_fprintf_11.c,1.2605,0.0014,0.0015,20.0133,20.0130,15749,14331,1327,1204
CWE134_Uncontrolled_Format_String__char_file_fprintf_31.c,1.4183,0.0015,0.0016,20.0157,20.0158,14517,13946,968,934
CWE134_Uncontrolled_Format_String__char_file_fprintf_32.c,1.4815,0.0022,0.0014,20.0154,20.0144,14357,12401,863,705
CWE134_Uncontrolled_Format_String__char_file_fprintf_42.c,1.4020,0.0016,0.0015,20.0150,20.0157,16417,15167,1285,1179
CWE134_Uncontrolled_Format_String__char_file_fprintf_34.c,1.5217,0.0017,0.0016,20.0147,20.0152,17170,15514,1133,1048
CWE134_Uncontrolled_Format_String__char_file_fprintf_45.c,1.4271,0.0016,0.0018,20.0140,20.0146,12394,12773,797,851
CWE134_Uncontrolled_Format_String__char_file_fprintf_41.c,1.4040,0.0016,0.0016,20.0151,20.0142,13147,16094,825,1227
CWE134_Uncontrolled_Format_String__char_file_fprintf_44.c,1.3505,0.0014,0.0021,20.0145,20.0149,16398,14584,1253,1067
CWE134_Uncontrolled_Format_String__char_file_fprintf_51a.c,1.4349,0.0016,0.0016,20.0215,20.0200,20578,14182,1592,867
CWE134_Uncontrolled_Format_String__char_file_fprintf_51b.c,1.2880,0.0017,0.0014,20.0140,20.0148,16127,15947,1329,1471
CWE134_Uncontrolled_Format_String__char_file_fprintf_52a.c,1.3794,0.0018,0.0016,20.0150,20.0152,15372,13444,1240,1055
CWE134_Uncontrolled_Format_String__char_file_fprintf_53a.c,1.3220,0.0015,0.0015,20.0154,20.0152,15366,14698,1265,1231
CWE134_Uncontrolled_Format_String__char_file_fprintf_54a.c,1.2780,0.0014,0.0017,20.0148,20.0161,15227,15658,1170,1265
CWE134_Uncontrolled_Format_String__char_file_fprintf_61a.c,1.3179,0.0014,0.0015,20.0135,20.0140,16838,14298,1517,1180
CWE134_Uncontrolled_Format_String__char_file_fprintf_63a.c,1.2710,0.0013,0.0016,20.0131,20.0134,15760,14486,1300,1206
CWE134_Uncontrolled_Format_String__char_file_fprintf_64a.c,1.2877,0.0015,0.0013,20.0126,20.0132,16344,14786,1379,1211
CWE134_Uncontrolled_Format_String__char_file_fprintf_65a.c,1.2901,0.0016,0.0016,20.0140,20.0143,17118,14418,1374,1099
CWE134_Uncontrolled_Format_String__char_file_fprintf_66a.c,1.2791,0.0015,0.0014,20.0132,20.0141,15465,14794,1293,1243
CWE134_Uncontrolled_Format_String__char_file_fprintf_67a.c,1.3051,0.0014,0.0016,20.0140,20.0139,16207,14752,1348,1253
CWE134_Uncontrolled_Format_String__char_file_printf_01.c,2.2526,0.0054,0.0037,20.0139,20.0134,15708,14453,1387,1259
CWE134_Uncontrolled_Format_String__char_file_printf_08.c,1.3096,0.0017,0.0016,20.0138,20.0133,19611,14734,1869,1199
CWE134_Uncontrolled_Format_String__char_file_printf_05.c,1.3783,0.0017,0.0017,20.0138,20.0143,16504,15394,1447,1371
CWE134_Uncontrolled_Format_String__char_file_printf_09.c,1.3073,0.0015,0.0015,20.0128,20.0144,17083,15160,1586,1334
CWE134_Uncontrolled_Format_String__char_file_printf_07.c,1.2983,0.0017,0.0017,20.0135,20.0131,22135,14699,2218,1207
CWE134_Uncontrolled_Format_String__char_file_printf_04.c,1.3430,0.0017,0.0016,20.0133,20.0141,22271,14764,2236,1175
CWE134_Uncontrolled_Format_String__char_file_printf_10.c,1.3015,0.0017,0.0015,20.0142,20.0132,21853,14696,2443,1254
CWE134_Uncontrolled_Format_String__char_file_printf_03.c,1.3598,0.0018,0.0019,20.0137,20.0139,14564,14231,1196,1185
CWE134_Uncontrolled_Format_String__char_file_printf_02.c,1.2670,0.0014,0.0020,20.0136,20.0133,23186,14075,2628,1136
CWE134_Uncontrolled_Format_String__char_file_printf_06.c,1.3424,0.0018,0.0016,20.0128,20.0133,16618,14718,1462,1246
CWE134_Uncontrolled_Format_String__char_file_printf_11.c,1.2841,0.0014,0.0015,20.0135,20.0144,23397,9978,2587,606
CWE134_Uncontrolled_Format_String__char_file_printf_17.c,1.3090,0.0015,0.0016,20.0137,20.0141,21952,15138,2297,1234
CWE134_Uncontrolled_Format_String__char_file_printf_15.c,1.2880,0.0015,0.0015,20.0140,20.0142,19115,14357,1758,1167
CWE134_Uncontrolled_Format_String__char_file_printf_18.c,1.3193,0.0019,0.0015,20.0142,20.0138,21999,15091,2353,1226
CWE134_Uncontrolled_Format_String__char_file_printf_16.c,1.3117,0.0015,0.0015,20.0139,20.0133,19941,14570,2021,1214
CWE134_Uncontrolled_Format_String__char_file_printf_13.c,1.4184,0.0014,0.0015,20.0134,20.0139,22427,14603,2405,1149
CWE134_Uncontrolled_Format_String__char_file_printf_14.c,1.3657,0.0015,0.0019,20.0130,20.0133,16937,14781,1520,1201
CWE134_Uncontrolled_Format_String__char_file_printf_12.c,1.2733,0.0015,0.0014,20.0129,20.0142,15170,13113,1261,993
CWE134_Uncontrolled_Format_String__char_file_printf_21.c,1.2654,0.0015,0.0014,20.0131,20.0133,16793,14156,1481,1166
CWE134_Uncontrolled_Format_String__char_file_printf_22a.c,1.3873,0.0015,0.0015,20.0135,20.0174,18026,14007,1634,1150
CWE134_Uncontrolled_Format_String__char_file_printf_45.c,1.3963,0.0020,0.0018,20.0145,20.0140,16569,16639,1419,1486
CWE134_Uncontrolled_Format_String__char_file_printf_32.c,1.3315,0.0015,0.0018,20.0129,20.0136,21989,15278,2343,1279
CWE134_Uncontrolled_Format_String__char_file_printf_44.c,1.3881,0.0024,0.0016,20.0138,20.0143,18461,17157,1397,1127
CWE134_Uncontrolled_Format_String__char_file_printf_42.c,1.3252,0.0016,0.0017,20.0140,20.0131,16836,15716,1451,1226
CWE134_Uncontrolled_Format_String__char_file_printf_31.c,1.2702,0.0014,0.0015,20.0132,20.0136,21254,14354,2310,1168
CWE134_Uncontrolled_Format_String__char_file_printf_34.c,1.2775,0.0016,0.0017,20.0140,20.0139,16705,14652,1403,1190
CWE134_Uncontrolled_Format_String__char_file_printf_41.c,1.3261,0.0015,0.0020,20.0138,20.0132,16838,15045,1449,1242
CWE134_Uncontrolled_Format_String__char_file_printf_52a.c,1.3016,0.0015,0.0018,20.0134,20.0134,22338,14656,2395,1257
CWE134_Uncontrolled_Format_String__char_file_printf_54a.c,1.2918,0.0016,0.0016,20.0133,20.0141,20232,15044,2071,1271
CWE134_Uncontrolled_Format_String__char_file_printf_51a.c,1.3137,0.0016,0.0014,20.0137,20.0145,20954,14637,2165,1249
CWE134_Uncontrolled_Format_String__char_file_printf_53a.c,1.3081,0.0017,0.0021,20.0133,20.0132,17063,14916,1532,1242
CWE134_Uncontrolled_Format_String__char_file_printf_61a.c,1.3198,0.0014,0.0015,20.0125,20.0134,15526,14833,1293,1289
CWE134_Uncontrolled_Format_String__char_file_printf_63a.c,1.2961,0.0015,0.0014,20.0134,20.0143,18063,15682,1549,1027
CWE134_Uncontrolled_Format_String__char_file_printf_64a.c,1.2815,0.0014,0.0014,20.0138,20.0145,17337,14882,1473,1232
CWE134_Uncontrolled_Format_String__char_file_printf_65a.c,1.3073,0.0014,0.0016,20.0145,20.0138,22168,14737,2324,1191
CWE134_Uncontrolled_Format_String__char_file_printf_66a.c,1.3309,0.0015,0.0015,20.0141,20.0150,22205,15222,2359,1251
CWE134_Uncontrolled_Format_String__char_file_printf_67a.c,1.3170,0.0016,0.0017,20.0149,20.0146,22711,14959,2510,1217
CWE134_Uncontrolled_Format_String__char_file_snprintf_01.c,1.2911,0.0014,0.0016,20.0138,20.0144,17407,14621,1577,1231
CWE134_Uncontrolled_Format_String__char_file_snprintf_16.c,1.2753,0.0014,0.0014,20.0135,20.0138,24566,13735,2339,1260
CWE134_Uncontrolled_Format_String__char_file_snprintf_08.c,1.2794,0.0014,0.0013,20.0135,20.0201,21560,12072,1644,962
CWE134_Uncontrolled_Format_String__char_file_snprintf_04.c,1.2442,0.0013,0.0013,20.0134,20.0148,29660,13358,2244,1276
CWE134_Uncontrolled_Format_String__char_file_snprintf_17.c,1.2970,0.0017,0.0015,20.0136,20.0139,14630,13939,1395,1289
CWE134_Uncontrolled_Format_String__char_file_snprintf_14.c,1.3837,0.0014,0.0014,20.0141,20.0140,22067,13766,2226,1195
CWE134_Uncontrolled_Format_String__char_file_snprintf_09.c,1.3548,0.0014,0.0014,20.0150,20.0166,19509,13286,2207,1217
CWE134_Uncontrolled_Format_String__char_file_snprintf_10.c,1.3311,0.0015,0.0015,20.0144,20.0145,18384,12866,1695,1099
CWE134_Uncontrolled_Format_String__char_file_snprintf_12.c,1.3239,0.0014,0.0014,20.0150,20.0162,14045,13205,1153,1116
CWE134_Uncontrolled_Format_String__char_file_snprintf_13.c,1.3156,0.0015,0.0014,20.0154,20.0150,14313,12583,1311,879
CWE134_Uncontrolled_Format_String__char_file_snprintf_02.c,1.2490,0.0015,0.0013,20.0133,20.0132,19213,12810,2462,1247
CWE134_Uncontrolled_Format_String__char_file_snprintf_05.c,1.2398,0.0014,0.0014,20.0133,20.0131,17733,13089,1510,1251
CWE134_Uncontrolled_Format_String__char_file_snprintf_15.c,1.2765,0.0014,0.0014,20.0133,20.0140,13773,13237,1209,1267
CWE134_Uncontrolled_Format_String__char_file_snprintf_07.c,1.2699,0.0014,0.0013,20.0134,20.0129,13820,12904,1368,1245
CWE134_Uncontrolled_Format_String__char_file_snprintf_18.c,1.2823,0.0015,0.0013,20.0136,20.0134,24204,13251,2262,1255
CWE134_Uncontrolled_Format_String__char_file_snprintf_03.c,1.2450,0.0013,0.0013,20.0127,20.0134,33746,12196,2441,1142
CWE134_Uncontrolled_Format_String__char_file_snprintf_06.c,1.2781,0.0013,0.0013,20.0129,20.0131,35602,10626,2255,877
CWE134_Uncontrolled_Format_String__char_file_snprintf_11.c,1.2683,0.0014,0.0014,20.0144,20.0140,22961,14138,2530,1365
CWE134_Uncontrolled_Format_String__char_file_snprintf_21.c,1.3230,0.0016,0.0015,20.0142,20.0146,35895,13976,1992,1104
CWE134_Uncontrolled_Format_String__char_file_snprintf_22a.c,1.4054,0.0019,0.0015,20.0141,20.0151,17086,15126,1380,1196
CWE134_Uncontrolled_Format_String__char_file_snprintf_31.c,1.3403,0.0016,0.0015,20.0136,20.0143,18457,15076,1507,1149
CWE134_Uncontrolled_Format_String__char_file_snprintf_34.c,1.3355,0.0016,0.0016,20.0150,20.0146,33710,15504,1970,1191
CWE134_Uncontrolled_Format_String__char_file_snprintf_42.c,1.3751,0.0016,0.0018,20.0148,20.0142,21504,15503,1300,1203
CWE134_Uncontrolled_Format_String__char_file_snprintf_45.c,1.3683,0.0015,0.0017,20.0143,20.0142,21723,17350,1946,1387
CWE134_Uncontrolled_Format_String__char_file_snprintf_32.c,1.3952,0.0016,0.0014,20.0142,20.0140,17305,14980,1413,1167
CWE134_Uncontrolled_Format_String__char_file_snprintf_41.c,1.3346,0.0016,0.0016,20.0140,20.0137,24037,15383,2471,1220
CWE134_Uncontrolled_Format_String__char_file_snprintf_44.c,1.2989,0.0016,0.0015,20.0138,20.0144,64730,14066,2091,1112
CWE134_Uncontrolled_Format_String__char_file_snprintf_51a.c,1.4192,0.0014,0.0015,20.0137,20.0161,33455,13681,1708,1008
CWE134_Uncontrolled_Format_String__char_file_snprintf_52a.c,1.3486,0.0014,0.0014,20.0134,20.0145,17597,15983,1446,1189
CWE134_Uncontrolled_Format_String__char_file_snprintf_53a.c,1.3651,0.0015,0.0015,20.0135,20.0146,26346,15295,1508,1137
CWE134_Uncontrolled_Format_String__char_file_snprintf_54a.c,1.3168,0.0016,0.0017,20.0144,20.0146,17350,15293,1293,1163
CWE134_Uncontrolled_Format_String__char_file_snprintf_61a.c,1.3769,0.0014,0.0015,20.0202,20.0144,15657,13918,1235,1033
CWE134_Uncontrolled_Format_String__char_file_snprintf_63a.c,1.3754,0.0014,0.0018,20.0147,20.0148,31064,14307,2192,1084
CWE134_Uncontrolled_Format_String__char_file_snprintf_64a.c,1.3962,0.0017,0.0015,20.0149,20.0149,22835,14979,1643,1047
CWE134_Uncontrolled_Format_String__char_file_snprintf_66a.c,1.4349,0.0015,0.0016,20.0151,20.0151,15168,14598,887,943
CWE134_Uncontrolled_Format_String__char_file_snprintf_67a.c,1.4652,0.0017,0.0016,20.0142,20.0147,29392,15478,2145,1075
CWE134_Uncontrolled_Format_String__char_file_vfprintf_01.c,1.3625,0.0017,0.0014,20.0200,20.0160,16158,15601,1083,1061
CWE134_Uncontrolled_Format_String__char_file_vfprintf_06.c,1.4707,0.0018,0.0021,20.0162,20.0152,23922,15640,2237,1099
CWE134_Uncontrolled_Format_String__char_file_vfprintf_10.c,1.4949,0.0015,0.0019,20.0164,20.0156,16891,15833,1151,1002
CWE134_Uncontrolled_Format_String__char_file_vfprintf_04.c,1.4784,0.0018,0.0016,20.0145,20.0156,16079,16409,1034,1178
CWE134_Uncontrolled_Format_String__char_file_vfprintf_03.c,1.5417,0.0016,0.0018,20.0150,20.0215,15239,15269,969,1063
CWE134_Uncontrolled_Format_String__char_file_vfprintf_09.c,1.5942,0.0016,0.0018,20.0161,20.0151,15970,16344,1017,1125
CWE134_Uncontrolled_Format_String__char_file_vfprintf_08.c,1.5431,0.0016,0.0016,20.0143,20.0149,14764,15838,999,1121
CWE134_Uncontrolled_Format_String__char_file_vfprintf_02.c,1.4637,0.0016,0.0016,20.0144,20.0156,15353,15824,1052,1160
CWE134_Uncontrolled_Format_String__char_file_vfprintf_07.c,1.4671,0.0019,0.0016,20.0148,20.0144,16346,15363,1098,1024
CWE134_Uncontrolled_Format_String__char_file_vfprintf_05.c,1.5588,0.0017,0.0014,20.0149,20.0195,17465,16078,1199,1123
CWE134_Uncontrolled_Format_String__char_file_vfprintf_13.c,1.4890,0.0016,0.0022,20.0156,20.0140,14473,15319,975,990
CWE134_Uncontrolled_Format_String__char_file_vfprintf_21.c,1.5322,0.0015,0.0015,20.0137,20.0168,15206,15655,1129,1187
CWE134_Uncontrolled_Format_String__char_file_vfprintf_14.c,1.5332,0.0020,0.0015,20.0171,20.0146,16190,14975,1194,1047
CWE134_Uncontrolled_Format_String__char_file_vfprintf_15.c,1.5975,0.0016,0.0020,20.0159,20.0168,16316,16058,1105,1136
CWE134_Uncontrolled_Format_String__char_file_vfprintf_11.c,2.0273,0.0018,0.0015,20.0137,20.0140,22214,15670,1771,1188
CWE134_Uncontrolled_Format_String__char_file_vfprintf_17.c,1.5295,0.0014,0.0014,20.0142,20.0146,15286,15445,1116,1178
CWE134_Uncontrolled_Format_String__char_file_vfprintf_12.c,1.3229,0.0017,0.0022,20.0146,20.0142,15702,12414,1166,820
CWE134_Uncontrolled_Format_String__char_file_vfprintf_16.c,1.3443,0.0021,0.0019,20.0143,20.0142,15850,14891,1244,1102
CWE134_Uncontrolled_Format_String__char_file_vfprintf_18.c,1.3720,0.0020,0.0020,20.0138,20.0158,15904,15269,1220,1219
CWE134_Uncontrolled_Format_String__char_file_vfprintf_22a.c,1.3704,0.0015,0.0017,20.0140,20.0141,24192,15153,1733,1185
CWE134_Uncontrolled_Format_String__char_file_vfprintf_44.c,1.4024,0.0019,0.0027,20.0171,20.0176,19225,17732,1218,1177
CWE134_Uncontrolled_Format_String__char_file_vfprintf_41.c,1.3614,0.0020,0.0015,20.0148,20.0144,15761,13837,1151,981
CWE134_Uncontrolled_Format_String__char_file_vfprintf_34.c,1.3045,0.0018,0.0017,20.0139,20.0145,15450,14714,1054,1068
CWE134_Uncontrolled_Format_String__char_file_vfprintf_31.c,1.3496,0.0016,0.0015,20.0144,20.0146,15280,13594,1212,968
CWE134_Uncontrolled_Format_String__char_file_vfprintf_42.c,1.3653,0.0023,0.0019,20.0138,20.0153,14527,14951,1036,1061
CWE134_Uncontrolled_Format_String__char_file_vfprintf_45.c,1.6434,0.0019,0.0014,20.0202,20.0185,15915,15084,1041,1005
CWE134_Uncontrolled_Format_String__char_file_vfprintf_32.c,1.4362,0.0019,0.0014,20.0139,20.0144,15441,15426,1144,1158
CWE134_Uncontrolled_Format_String__char_file_vfprintf_53a.c,1.3988,0.0015,0.0015,20.0150,20.0159,15990,15373,1127,1100
CWE134_Uncontrolled_Format_String__char_file_vfprintf_51a.c,1.2933,0.0015,0.0016,20.0143,20.0170,18479,15034,1364,1119
CWE134_Uncontrolled_Format_String__char_file_vfprintf_54a.c,1.5779,0.0026,0.0016,20.0152,20.0157,17138,14763,1129,1033
CWE134_Uncontrolled_Format_String__char_file_vfprintf_52a.c,1.4807,0.0015,0.0014,20.0157,20.0160,21232,15151,1454,1109
CWE134_Uncontrolled_Format_String__char_file_vfprintf_63a.c,1.3261,0.0014,0.0015,20.0155,20.0148,17451,14561,1537,1207
CWE134_Uncontrolled_Format_String__char_file_vfprintf_64a.c,1.2899,0.0014,0.0014,20.0152,20.0146,16691,14117,1249,1109
CWE134_Uncontrolled_Format_String__char_file_vfprintf_66a.c,1.3328,0.0022,0.0016,20.0153,20.0157,15151,13955,1106,1018
CWE134_Uncontrolled_Format_String__char_file_vfprintf_67a.c,1.2715,0.0015,0.0016,20.0143,20.0154,15545,14772,1273,1136
CWE134_Uncontrolled_Format_String__char_file_vprintf_01.c,1.3312,0.0014,0.0021,20.0132,20.0136,17904,14009,1766,1158
CWE134_Uncontrolled_Format_String__char_file_vprintf_07.c,1.3484,0.0015,0.0014,20.0134,20.0142,14890,14742,1252,1199
CWE134_Uncontrolled_Format_String__char_file_vprintf_15.c,1.3366,0.0015,0.0015,20.0141,20.0141,25109,15302,2663,1262
CWE134_Uncontrolled_Format_String__char_file_vprintf_08.c,1.3580,0.0015,0.0019,20.0145,20.0150,15110,14689,1140,1188
